1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121
270493.1,457904,469350,477633,371541,416492,394663,287576,781447,219370,691871,864819,788955,452944,391287,386539,393644,244493,744747,195698,189480,158580.6,287065,236382.8,102061.8,700029,473050,422194,407471,563743,103322,314275,290309,938074,385571,785287,223532.7,657840,467372,215896,404473,451235,725993,1013537,648329,701.1515,206304,620455,404561,231286,523774,679956,197145,336265,506391,829493,247770,608236,293402,925267,589239,1184005,1097132,705480,400238.6,960358,690023,503196,1028732,352978,168822,539829,371824.4,674480,259363,504946,269722,250017,922682,759550,492297,725973,798670,398356,232218,330683,198264,767353,1077318,433464,356219,557637,491855,1015753,523991,616347,611065,819388,572592,1085280,622689,549197,1603935,894461,541331,433284,520657,357864,1204250,953267,211296,485977,403536,208979,381025,634061,604308,413397,347425.2,283274,562741
7372.978,6037.228,7282.927,5041,10133,149599,7255,32495.92,10277,14485,29324,5118.093,5297,13676,8842.735,9398,19350,18512,4668.696,6355,12553,7401,14164,7807.198,11415.77,10169,6950,6814,2000.988,7133,8928,3264,4483,3708,14807.44,10479,7319,8726,4132,24750,3913.909,25348,20130,21586,10936,7190,15804,18697,5242,18773,6870,35826,13095,22235,10608,6241.62,38327,29115,17140,10342,10387,6077.39,10507,19590,7191,15254.13,13206.84,13472,7818,7674,9948,6007.771,191777,13074,6239,1727.939,10300,6244,17367,25022,22303.24,10180,8932,8668,29891,27320,8768,14135,6823,2707,4987,11097,26098,14673,7236,18509,7076.303,11078,26800,199828,31211,31344,14119,8353,9694,2828.304,22988,8209,4349,16012,12302,7246,11681,5989,19794,38259,29150,5458,12007,6100,16654
510230,742059,1447991,825122,227185.8,474362,214170.8,1565351,579830,37277,164834,556722,607858,86295,119365,479055.8,439923,1279317,535358,1072753,1397398,164602.6,528345,215114,54051,173045,351841,217189,518607,439861,231788,107505,759021,620557,535191,68202,60618,439045,367260,61903,661040,1284964,447680,668666,47695,401016.7,54221,530081,305332,133033,567502,475874,52932,164707,909276,475450,539572.6,511883,549776,437476.5,293560.3,1221188,381992.5,493739,692281,776479,994063,646276,456966,377197.5,169908,178225,906401,775218,229049,255255.2,243113.4,335843,287491,332498,480730,366356,1121120,65738.86,309557,164419,99377,555303,3023999,510411,460028,181623,154703,409263,772716.1,311794,359652,389411.6,378953,479770.6,324261.6,171838,664602,887726,170951.4,588326,322373,184350,683324,613159,144409.7,349406.2,987046,157847,286389,181597,357513,484211,527230.3,315832,370788
32939,36460,37787,34470,65701,41378,38083,54658,40318,38578,54059,46032,46155,28395,50329,38814,42084,42337,36667,30278,30599,25038,27440,23733,22817,52750,27056,25780,37687,50075,16094,22054,25643,47420.18,39545,37783,28482,55982,33322,37570,36124,43793.54,81075,92326,78348,1419.752,29149,39278,37394,40192,33200,27929,23626,45744,76360,118282,115627,127003,90930,82358,39059,36281,35415,125845,173802,40608,40073,80864,71295,24921,22438,65536,121321,88326,53534,13146,72878,39743,104878,118730,103379,31529,128202,55550,29342,68114,44560,91429,40547.28,58321,68536,40488,83379,40091,85596,96125,77644,71368,34086,118708,98954,100603,119661,135693,60846,75917,72041,59182,69124,87129,33798,70421,109307,54834,67979,96891,116027,46039,88274,22688,24594
203402,431636,228035,257445.7,81001,266680.9,285571,237405,519234,81044,146169,656010,616304,62963,139289,183634,267248,209721,634725,154013,164343,188935,228795,4683.354,40002,180970,309021,465496,244666,151173,57104.21,105919,351477,289498,183408,96785,109389,165693,444766,115570,324658,389838,203128,183629,266646,2163.233,159439,605081.4,177399,45982,341431,446821,76288,3326.821,2802.814,7797.907,69738.99,203837,192471,347374,259741,432054,747076,251569,4118.359,252586,334736,145154,288841,184403,81692,150937.8,89219,138756,81602,234455,100841.9,191767,225053,279896,161894,284809,232180,103620,103606,76543,95157,184204,377455.9,8737.307,98685,359614,265867.5,414590,176276,263256,119440,286940,211227,502203,288204,166942,574659,227115,201462,214437,166081,64467,464200,255101,94647,139317,121274,64379,111810,163152,169027,374078,132927,169031,273477
22357,16139,16877.16,20513,12376,15491,10202,15838.95,22539,11499,45214,8383.557,21453,25592.41,18788,23215,22438,14514,20332,20855,30437,11211.31,23479,5071,50039,34470,17743,16506,46182,24781,6885.01,11723.94,18328,8776,24633,14542,22373.91,9758,6231.374,39682,35997,19801.46,26669,22101,60542,21283,32232,33514,29624,12721,4574,14802,22792,7423.618,7851.108,19864,39284,10983,11055,21951.21,26349,62773,14948,11393.79,16147.72,48683,33411.79,14993,13117.54,58945,9397,8462.047,69725,28761.68,23137,20490,3445,17534,9674,29185.96,7954,21718,26103,9187,27949.17,28266,11916,15281,16345.59,63081,5105,21386,23587,32227,25198,5705,10685,15172,13410,15254,23392,35323,52199,19469,3788.056,25642.25,5442,30830,29677,46205,23506.67,19589,62069,34764.01,20279,75879,48917,16781,51873,19291,9434.695
18000,29551,21170,14134,18789,27353,11269,12229,8818,9775,17795,421613.8,447536.1,4408,12558,11896,209856.9,15029,43784.71,5944,7008,8049,8429,4997.264,7349,12152,11999,10290,14115.2,11522,3159,9834,8486,223929.8,12152,21773,11351,10655,13975,11412,15043,13881,14021,16588,26158,52.64231,14957,18050,11158,9903,9389,11185,12334,110834,144672,292141.1,8060,13308,16215,200517.3,12307,326039.8,10386,191533.7,3930.079,22341,14168,10144,11242,108215.8,7611,17392,16416,11755,4118,188421.6,7741,19385,16012,13335,12350,13711.38,11126,12261,9069,10636,16026,145431.3,20518,10875,4704,10120,8038,18820,6209,9650,7895,7451,5749,11464,9358,6759,10043,10791,6409,5254,7099,8931,7465,10673,9017,8844,8180,6046,4314,9637,11250,8954,8975,3822,4996
8505,19096,6082,9815,2621,3786,5035,6336,9877,3491,8838,8984,8303,5073,6856,4266,2205.973,17855,4784,4411,6024.049,6928,4944,458.4592,1337.342,14002,5255,3744.655,6417,22248,1343.84,4770,12858,11593,6405,8148,2704,7443,2797.618,4889,4660,10410,7400,12866,7517,35745.75,4008.426,7229,19306,2494.42,13413,13531,2743,8377.852,18997,21812,5811.807,9065,4598,7954,7506,19067,11785,9185,327.2896,6554,17739,5390,6704,4893,3961,2851.005,6242,3553,5912,8008,5052,3664,3994,9836,20516,20730,19169,9086,4062,4561,4525,3579,18693,7194,2674,8795,4958,10753.12,9536,8746,3275,10451,7716,11893,6821,13770,20503,8293,832.2071,3143,9724,3275.734,7052,4147,3055.42,2094.231,6591,1436.816,2089.92,10733,8916.604,12235,7225,2514,7031
3084820,5764204,5694774,6763523,2360428,4168952,1855372,3834201,6225743,746631,3375532,8624332,4049640,1703678,1344945,3578083,1960034,2985785,6372414,3168793,2047046,1396348,2987779,3328009,296117,4102205,3554729,2822158,5093464,5264557,1360741,1474826,2784528,7055413,2534713,3657635,542601.1,3158509,4910726,608260.1,2964784,4626696,3954986,4787666,2155208,12293.3,635582,4450690,2858608,1115490,4900797,5327142,568329,2182348,4975350,3907025,2408380,4672726,2021839,3457698,1578985,8646185,4569499,4242153,4068166,7087416,4752876,3543388,6049024,1708923,870319,3499868,3098284,4253422,942865,4338404,1930080,1267800,3992925,3408330,3711652,4836808,6086686,1753168,1010050,2147387,1485644,4811081,7540286,1980695,2489237,2969018,1724042,4312767,4264262,3499222,3991402,4601758,1804463,6138831,3601383,3222404,6331252,5338040,3711668,3481570,3124018,1654782,5394619,4793934,1182406,3350202,3117800,1155932,1931368,2817794,3611370,2948591,3067374,1005132,2389784
87788.13,162142,141013,84522,38297,77674,28522,88114,112670,22841,49127,175891,70156.41,21046.66,38554,59699,40993,51194,99676,60433,51388,32163,79966,62632,19616,48844,76684.39,75485,102547,46875,19791,39519,72945,44740.52,48907,34638,28951,46312.46,104845,50009.87,82804,116544,50362,53591.05,159066,13259.87,36078,112565,36936.36,26052,105986,88160,21846,16630,20949.5,40895,44977,44781,26492.88,54561.9,30131,114074.4,47291,27044,47756,95653,51674,28452.21,37892.51,50617,17022,33106.96,58515,37031,25053.38,46112,15067,25109,28143,60271,61121,29426.75,48261,18579,20268,28544.91,10413,35679,52501,51683,16022,48853,25717.36,31677.05,31383,35721.53,30276.76,54940,27577,48460.05,43143,34290,63415.28,63770.43,26370,81385.86,24444,42906,47482.26,83244,14319,38088,61744,14127.42,26849,95576,78250,26281.6,48869,27586,33839
7710.176,18287.14,16142,14260,6422,7215.322,6074,17638,11557,3506,8723.785,18035,12447,2609.305,4015.831,7481,7125.542,13085,8208.612,11723,8847,3641.525,5921,3338.094,1273.152,9395,6273,5701,8271,10102,2443.282,5865.872,16845,18667,6790,5885.173,1886.331,9115,10427,3684.975,11047,11196,15910,11035,4123.35,1584.058,3196.333,15335,6054,3164,15507,13411,1951.937,8096,11700,14619.2,6878,18290.79,6161,10564,5761,32201,14652,11537.92,9286,18684,10938,10305,14911.17,5493,3022.42,9977,10750,7203,4494,11080,4308,3206.019,11888,10290,11804,8674,22926,4504,3499,4587.628,2409.335,7929,19912,5383.125,10673,5998,4271.495,14852,10549,10169,12901,14323.33,8688,19078,10339.2,8011,17333,21525,10057,7528,6630,3683.817,9742,11653,2113.392,9606.576,8005,5075.044,3017.567,10488,15860,7159,6712.846,4638,6587.599
14774,13107,11935,11878,13122,21696,5950.702,25429,20828,44973,4314.159,12592,14506.93,19605,47199,40177,35628,10288,12875,22995,1718.309,3803,3393.834,3473.876,2231.326,2158.694,9853,12495,3406.12,2602.16,4429,7612,1867.805,14353,18635,14456,33982,5766,6217,3176.716,14425,21772,3770,2938,3100,5378,3470.521,4258.496,1928.76,1944.864,4587,1246.742,2070.646,15892,16748,22199,9278,14841,7555,14916,15127,52114,12257,32075,40130,24721,24960,20256,4928,1749.348,12250,9715,5910,16779,7901,7840,4489,4272,6733,36578,16793,8501,2778.743,3226,1659.88,2144.836,2959,15942,17391,15651,9359,13881,10437,18066,19908,5212,7733,13497.88,16040,17844,15549,4137.518,4188.352,21916,10304,7483,3692,1775.764,11605,10725,9376,10353,9833,5020.417,2013.332,2979.801,8881.743,11709.28,3994.316,1440.837,3045.553
492180,700518,681167,689525,440372,733704,587448,1186277,850577,977010,723816,664718,829256,802057,1019130,708582,850336,578815,720821,869466,478354,230407,471473,284829,693017,600865,509030,656971,877556,635280,232741,578077,402576,668675,894095,707818,1234267,743244,420274,780715,779880,749744,730893,476906,1024800,555271,755078,842281,476871,435341,233818,473094,534093,673482,508955,738442,949035,654519,494882,730945,716811,1592741,729822,840062,1173569,1394097,893346,431938,267282,739222,581438,552244,1094549,644210,495834,492434,259030,468269,498441,1079595,714130,470594,873633,328547,487046,621085,301040,477929,639522,1376586,356150,590535,828597,968022,672238,356209,646515,836707,579708,897434,688675,665764,842455,763229,438191,653084,218788,514085,756959,893845,553205,721444,1211246,511734,510692,927971,1429707,750715,778775,316447,217275
25543,41491,63219,50510,24284,38965,21631,59740,40865,28744,13554,30570,31111,21218,62609,35503,35262,51538,34201,23416.25,14542,21579,24343,23841,14523,9874,25532,13223,15480,20235,18100,8240,11946,9139,28640,16992,42518,13880,28383,21777,44644,39771,16708,16361,10474,30851,12137,35695,33845,13840,28651,11225,11930,25972,25885,76685,53397,34598,54395,37707,46758,24132,38933,58613,183216,13444,59184,29779,11211,25315,14395,14476,31229,19972,12916,4885,17746,13672,16833,43764,67256,10307,48655,13041,9816,27892,10161,21937,23097,22226,28366,42777,47987,46939,52942,16580,35337,36174,42537,66033,46954,30920,20186,41921,14771,12285,19076,17501,11834,16630,15017,19102,35543,26973,9761,33108,30147,21682,30119,15076,22957
30504,35181,48312,37634,17444,30550,23398,58372,48546,29724,29359,57031,27591,21072,26383,29376,28113,33809,34749,34526,25005,17753,24955,22381,10568,16567,30186,24363,22064,15846,10929,26134,25747,18781,19363,33004,11099,26176,31318,13930,35220,38819,22673,19824,29370,902.2858,12022,44006,15928,9155,24657,23207,11641,21869,17911,39629,31693,48996,26117,40113,18597,42787,27362,41897,36332,45126,25637,27976,18641,12103,12464,22904,29430,23504,12584,9563,16309,17501,35251,39146,48503,18631,33128,18803,10694,21673,6758,56421,48449,17929,19682,19177,29185,30424,39135,24629,30895,26666,26725,39539,42179,30394,32072,37159,18760,16598,24024,11808,19849,29244,14349,23607,33410,12452,11086,45371,39979,16095,20020,10826,13980
94873,230146,274172,142833,101951,106632,100782,846639,170301,86997,128164,196633,147223,17034,109324,108379,83877,432046,89190,627548,348395,67379,103975,641.906,32218,174377,94355,55973,158932,271758,45592,61451,762438,169753,102909,64488,49838,214088,112881,130773,143011,146336,211197,190925,76852,1149.907,49277,124778,119272,47605,130742,105357,49808,660133.2,137038,145310,130108,228877,107941,135236,82170,405632,159774,413481,161583.8,274531,153229,144062,128881,120946,47034,129310,164346,126727,67122,70571,78678,39006,167168,183059,246135,149012,312384,158939,40790,80408,64966,156386,262201,44910,148375,119045,70727,195570,124238,249259,142620,208765,93477,189056,534870,148819,236919,196535,84581,122018,154513,89325,154347,247382,40009,129956,129726,47804,45465,480440,866328,77659,124153,79462,74493
33241,23338.35,25916.01,8100,14339,12611,7830,14548,19485,10727,13013,19559,40837,14432,11776,21599,13398,8688,14968,3294,4347,5267.652,10151,4121.114,4645,10566.99,6951.866,19159,5746,4342,4181,3360,4205,7243,10617,21118.73,4780,2970,3220,5203,9817,20195,2892,5905,6791,885.989,6661,17263,3398,4488,8749,3249,3779,10777,12088,11679,65571,12245,10813,28434,7594,9450,17321,10352,6379,7536,8739,19763,4752,5053,7301,3230,4682,4318,3885,4025,3971,7664,2528.973,3846,10807,10400,2969,3444,4147,7396,3174,3933,32138,47164,10810,13063,28916,24000,15130,18145,17603,15238,21676,18940,15929,8493,24523,20453,2976.828,7297,3961,4201,4787,6634,5676,15834,4711,6082.048,10282,5634.395,6558,9394,22656,1497.093,3755
24816.91,23680,27711,17872,27021,47809,10364,37397,35280,44197,19426,23305,28455,28659,84863,76826,65020,23618,28521,28456,8664,12549.91,9958,9455,8379,9954.453,21029,27433,6787,10552,12941.44,16583.56,9679,31331,29088,32576,76367.75,13250,13628,12865,29095,50303.44,16766,14893,16335,14592,12638,18391,9807.907,9624,9452,8845,9905,19033.22,30102,53410.25,18377.41,34376,19768,26124,28473.38,79833,23487.28,52575.4,75382.44,35965.45,42704,35087,9828,7592,27507,17127,11364.28,33273,19856,16561,7053,9396,15834,46109,21818,19613,16558.92,8731.111,6366,9031,8488,6274,31333.41,38983.97,17778,38055,33322.89,28739.97,31660.48,13277,10231.9,27919.68,29172,25365,24038,18505,21261,31406.55,21305,7503,9816,9670,15568,19956,11653,13167,13607,11200,7528,12285,15051,23293,9712,5501,9310
860632,1133157,789319,541806,190582,415001,729954,1142505,586267,363333,65787.54,385756,1055024,76200.45,1121467,720677,1223544,1233158,592716,524120,382530,313988,861263,328539,327774,245439,368243,518411,424750,698429,286157,50576.26,290228,84684,511246,163039,1189518,326818,417796,703709,454357,1322673,1081971,729805,40878.51,1187806,707170,782702,611105,265277,425124,397628,373279,378981,474961,288588,416685,532573,688935,390582,677332,69326.6,437006,1346741,1348076,832708,767515,291684,337339,357110,201762.9,333828,352238,292311,168638,31536.76,881248.7,333112,251052,803969,1010019,471876,1223163,617015,455915,760819,602703,403590,34039,639367,280853,425293,605225,331485,351682,226988,730846,657469,554592,1131456,635601,759135,740089,962416,283754,243467,272100,531204.4,482062,280188,284133,257305,476892,689782,637871,744808,916075,1329392,692876,277007,381652
12669.05,11765.74,23323.5,2562,6374,2649,4851,21769.97,6611,12659,12489,3583,21453.75,12730.02,10029,3058.246,17656.24,3577,3354.116,12239.47,1923.897,2856,3741,3666.086,4253,9320,10835.08,2626.889,11852.06,15279,892.8911,9404,8518.451,26755,4714.681,17214,6748,12989,3857.921,11312,1834.301,14402.3,12057,24128,34886.43,6071.904,12694,4618,12700,4532,2668,2988.167,6616,58991,62983.01,64898,152742,103728,81928,99753,119585,228345,102091,172757.8,186001.4,304499,115568,54554,52249,126968,85878,116629,200616,113697.2,79269,65798,59659.82,119726.1,140150,185107.5,146085.8,74419,152709.2,75358.62,125158,124690.7,62977.56,47459.36,51810,361436.9,49476,87987,132741.8,422444,67478,78497,247195.7,115824,142598,116687,112115,129016,249187,140551,57476,120241.9,65338,76115,82429.85,91709.48,91583.59,106199.5,214508,122481.4,48164.51,181779.5,132053,145505.5,124289,72992,59140.85
18819,38272.26,19668,18679,18089,42144,14471,21559.02,32165,25181.4,16159,18587.09,28148,20142,24637,21822,23857,18427,38869,15870,8435,11395,15258,10252,15226,18031,17965,11393.92,11469,9828,12758,13010,7640,17574,77320,62345,16151,23484,20054,11630,21081,67198,18972,20652,14972,11933,11913,16661,12055,7279,12352,6905,9779.215,9546,12949,27092,7998.945,22612.79,28645.2,37217,20084,16381,22064,20151,31633,24716,21314.39,15048.38,9430,8762,21531.13,18070,12185,13479,14802,13984.15,8206,9267,19850,23211.01,38488,17642,15490.33,9742,11587.05,13971,11127.72,6324.041,12647,29151,10721.49,28334,27996,55649,20661,13308,42102,22757,31568,20572,26557,22458,27500,26350.45,18554.45,15742,9155.113,9324,9856,11855.56,13567,19801.88,9101,23136.89,6170,19407,17361,31087,20342,9598,10828.16
51096.98,148555,65098.44,51782,58110,153443,35706,85803.37,83238.22,74003,44067,53650,85272,66514.37,59883,73066,66302,49265.4,140469,40891,21367,29843,52698.91,26831,50463.44,65359,44853,31323.78,28744.09,26196.25,30313.07,30562,19136,37711,227446,172211,60635.85,55532,64264,30212,62835.41,153486.2,51635,53104,36527.37,31262,29625.7,49253,29786,16670,35078,18575.85,21996,30288,35275,60456,29948,48750.97,53993,76612,62203,52715.02,55975,73344,94565,101580,72936,38706.92,22590,23982,58687,66524,41080.66,45419,37468,35736,20709,48332,74807.78,64943,106337,40765,36324,26372.57,34586,44467.85,28813,13766,31287,122666,30079,65339,77964,209206,37834,39421,135103,49758,74492,75121.95,71269,56066,109876.2,98806.84,44458,55194.92,27174,20019,26867,32860.64,44329.21,56837,38767,91275.23,15642,54010,43462,59785,54242,23941,23907
3416.014,4805.294,6819.664,3433,6017,5703,4712,5886,8007,5280,5486,6575,5679,9460,5178,5566,5842,4732,6572,3855,3091,3946,3904.192,3830.254,4814,3180,8083,3536,4187,3389,4198,3601,2703,5206,7025,6019,7349,5342,5816,4800.155,6384.549,6601,5457,5387,6350,232528.1,6530,5201,3003,5548,3727,3100,3487,4841,4687,7234,4282,4715.134,4241,7759,5639,6210,6550,5237,5624,4261.706,7287,3941,5964,4079,4575,3703,3182.409,6499,3536,3177.497,2864,3808.241,5118,6860.057,5340,9112,5167,4396,5004,3602,4395,4545,5597,7775,4111,3780.665,6017,5867,4720,4575,3698,5119,5958.263,5780.501,5690,6533.934,7015,5850,2989,3840.51,3413,4027,4582.573,3437.267,1884.538,4192,4577,5168,3530,8662,6391,6418,8178.876,4109,4302.092
292225.8,1113944,406446,368076,659296,396334,5224,338628,503476,285740,423491,451891,595346,541113,408466,556764,9184,279711.3,187632.2,3328.675,288030,303424.6486,339648.4,649.8689,402524,37378.71,32072.7,237303,36850.63,51119.65,1263.736,221013.8,147846.3,519469,372830,186326,654861,390956,315175,354222,383823,402752,399390,412660,263044.6,213.9573,15878.87,281746,438663,219283,70572.53,235566,238632,3221.944,4857,8502.825,39950.76,362178,205447.9,478604,425393,509708.3,381222,522199,972.5311,450484,246875.6,210530,12701.1,440052,250248,502384.6,272975,503443,319595,274758.5,158424,156492,335084,363114,258990,465145,323130,40990.45,73573.65,143368,282343,390975,2547.331,19784,155427,4842.341,13213,409266.6,464150,253977,332758.1,402817,274165,520948,508717,373123,623448,368075.9,496759,693320,272676,19843.52,413917,210178.9,540548,106993.5,76859.51,356519,197814,790978,725197,362781,68206.76,140527.6,80826.85
30341,46596,40766,24664,28559,42236,27594,38601,38348,32386,43874,33838,41656,12123,39363,35503,39942,39506,38356,21519,23588,21917,27822,775.7346,26276,23864,24905,22615,23645,21216,7032,25129,24950,40543,38894.23,28278,28175.49,33870,33574,42050,34767,34900,41864,44757,34428,14597.25,40989,35929,21047,22317,21590,23395,21132,3415.923,25878,40010,29561,44233,27301,33477,46103.85,38211,39822,40780,1386.873,44436,50960.8,25667,26070,30946.87,22221.22,29152,26816,17901,17931,23155,20648,22602,42328,41002,36022,40009.85,41166,22803,20474,17665,20939,20391,39866,38507,25122,31957.62,26648,52198.94,32678,27583,28828,40085,44505.23,43717,40638,49457.09,44815,40255,21493,22470,24455,27421,30439,31039,22139,30138,23711,21816,22729,39932,40732,33436,39943,18097,23204
